0.0403900146484375,31,31
2.0313730239868164,32,32
4.007585763931274,0,0
6.0036749839782715,32,32
8.04933786392212,31,31
10.044384956359863,682,682
12.055156946182251,2322272,2049995
14.044965028762817,10320752,9115073
16.01698589324951,10463624,9245969
18.02144193649292,10298878,9098656
20.02504801750183,10283686,9086823
22.0393328666687,10161552,8974854
24.013378858566284,10403610,9193445
26.04196286201477,10199210,9009795
28.048465967178345,10358783,9150734
30.043343782424927,10155068,8972496
32.0340678691864,10397492,9186129
34.05602288246155,10163321,8980000
36.07565879821777,10318054,9116038
38.04578185081482,10518836,9291798
40.02253293991089,10438127,9223916
42.04627084732056,10113672,8932863
44.122864961624146,9892714,8741631
46.12851285934448,10227325,9032493
48.0629448890686,10551817,9324636
50.03675389289856,10466143,9243258
52.043314933776855,10288526,9091932
54.11732792854309,10016211,8845328
56.09542489051819,10435906,9222588
58.056272983551025,10490194,9266189
60.108179807662964,10044988,8875137
62.09606695175171,10411312,9197060
64.1336739063263,10112055,8932519
66.20147395133972,9771104,8632796
68.26802682876587,9919503,8762534
70.08354687690735,568394,505351
72.03339195251465,32,0
74.01215481758118,0,32
76.02433681488037,31,31
78.05027389526367,31,31
80.03393197059631,32,32
82.01349091529846,32,0
84.01360487937927,0,31
86.05324196815491,31,31
88.04329490661621,32,32
90.04624199867249,31,31
92.01485586166382,32,0
94.05640292167664,0,31
96.02653694152832,32,32
98.01475977897644,32,32
100.06281089782715,31,31
102.04390692710876,32,32
104.01556086540222,0,0
106.01573300361633,31,31
108.05472302436829,31,31
110.02738285064697,32,32
112.01635694503784,32,32
114.0565288066864,0,0
116.04319286346436,32,32
118.01602578163147,1168,1168
120.04846978187561,31,31
122.06230998039246,31,31
124.05935788154602,32,0
126.01678776741028,0,32
