0.03994894027709961,0,31
2.0030059814453125,32,32
4.000432014465332,32,32
6.033887147903442,16984,8600
8.112383842468262,2248858,2248373
10.125824928283691,10101609,10102545
12.07591700553894,10357655,10358268
14.119690895080566,9840492,9842442
16.02992582321167,5374590,5373787
18.058605909347534,9860513,9864791
20.032147884368896,10220684,10219333
22.023701906204224,10114330,10116933
24.041594982147217,10101652,10101448
26.005373001098633,10222448,10226899
28.059823989868164,9879222,9878947
30.063759803771973,10032868,10034756
32.0230450630188,10352934,10352934
34.05156683921814,9901069,9903697
36.00565195083618,10278496,10280607
38.06512784957886,9796031,9799054
40.041202783584595,10230918,10230137
42.04425883293152,10124423,10125090
44.03407096862793,10181323,10179494
46.022125005722046,10207256,10209161
48.056605100631714,9872362,9873838
50.053839921951294,10206900,10208756
52.05201077461243,10261723,10258851
54.05501890182495,10038323,10041747
56.05354285240173,10146304,10146591
58.00863480567932,10251315,10259185
60.04064893722534,9879725,9882377
62.05974984169006,5172144,5175479
64.01918005943298,3132127,4602124
66.07383394241333,3598759,5291641
68.04342007637024,4768874,7011075
70.07017397880554,4782690,7027031
72.03455686569214,4999006,7353025
74.02374386787415,5026372,7389393
76.09068393707275,4946916,7268567
78.0646710395813,5337925,7847439
80.12576699256897,5158994,7584051
82.15608596801758,5414766,7955586
84.01237106323242,2976640,4377116
86.044606924057,5428936,7979160
88.03065705299377,5898866,8672757
90.08528804779053,5900819,8667757
92.08289194107056,6273319,9223230
94.15589594841003,6214462,9134622
96.13446402549744,6763204,9939059
98.18291091918945,6866702,10094978
100.21097016334534,7208481,10589188
102.18120002746582,7824107,11503087
104.26838898658752,7589357,11152308
106.22321200370789,8467989,12446499
108.27375411987305,8447056,12408899
110.03856301307678,4391585,6451191
112.01115894317627,32,32
114.01148390769958,383,351
116.04107594490051,0,31
118.02102398872375,32,32
